,Agency,Agency Type,Distribution Channel,Product Name,Net Sales,Commision (in value),category_age,category_duration,Continent,Claim
38126,C2B,Airlines,Online,Bronze Plan,16.0,4.0,3,4,1,0
1033,EPX,Travel Agency,Online,2 way Comprehensive Plan,40.0,0.0,2,5,1,0
24570,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,0,1,0
34897,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,1,4,3,0
8036,JZI,Airlines,Online,Basic Plan,37.0,12.95,1,4,1,0
16600,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,6,2,0
31140,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,1,1,0
13046,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,2,2,0
8932,EPX,Travel Agency,Online,2 way Comprehensive Plan,77.0,0.0,2,4,2,1
28674,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2,4,4,0
34163,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,6,1,0
10287,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,1,4,1,0
9189,EPX,Travel Agency,Online,2 way Comprehensive Plan,50.0,0.0,2,6,1,0
35812,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,5.94,2,6,2,0
8859,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,4,1,0
2733,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
8779,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,1,1,0
622,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,3,1,0
3477,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,2,4,3,0
30114,EPX,Travel Agency,Online,2 way Comprehensive Plan,80.0,0.0,2,6,2,0
11465,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,1,1,0
37649,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,4,1,0
11447,EPX,Travel Agency,Online,Cancellation Plan,45.0,0.0,2,4,1,0
11171,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,1,0
18677,EPX,Travel Agency,Online,Cancellation Plan,66.0,0.0,2,1,1,0
34095,EPX,Travel Agency,Online,Cancellation Plan,34.0,0.0,2,4,1,0
214,JZI,Airlines,Online,Basic Plan,22.0,7.7,4,1,1,0
26533,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,6,1,0
15254,EPX,Travel Agency,Online,Cancellation Plan,14.0,0.0,2,1,1,0
4756,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2,3,1,0
25059,EPX,Travel Agency,Online,Cancellation Plan,28.0,0.0,2,0,1,0
1333,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,3,0,1,0
13156,EPX,Travel Agency,Online,2 way Comprehensive Plan,48.0,0.0,2,1,1,0
25776,EPX,Travel Agency,Online,Cancellation Plan,38.0,0.0,2,1,1,0
12588,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,6,1,0
23519,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,3,1,0
37043,EPX,Travel Agency,Online,2 way Comprehensive Plan,39.0,0.0,2,5,1,0
27748,JZI,Airlines,Online,Basic Plan,35.0,12.25,3,4,1,0
23889,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
28061,JZI,Airlines,Online,Value Plan,183.0,64.05,2,6,3,0
32535,C2B,Airlines,Online,Bronze Plan,27.0,6.75,2,2,1,0
38576,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,0,1,0
4246,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,2,1,0
11104,JZI,Airlines,Online,Basic Plan,57.0,19.95,2,1,3,0
28521,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,1,3,1,0
38101,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,1,1,0
26976,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,5,1,0
22359,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,1,5,0
31970,C2B,Airlines,Online,Bronze Plan,53.5,13.38,2,6,1,0
37190,JZI,Airlines,Online,Value Plan,138.0,48.3,3,4,3,1
8670,JZI,Airlines,Online,Basic Plan,26.0,9.1,2,5,1,0
20544,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,3,0,1,0
5504,C2B,Airlines,Online,Bronze Plan,80.0,20.0,2,2,1,0
3466,EPX,Travel Agency,Online,1 way Comprehensive Plan,45.0,0.0,2,0,1,0
9910,EPX,Travel Agency,Online,Cancellation Plan,19.0,0.0,1,4,1,0
4471,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,1,1,0
24665,EPX,Travel Agency,Online,1 way Comprehensive Plan,31.0,0.0,2,0,1,0
31044,EPX,Travel Agency,Online,2 way Comprehensive Plan,85.0,0.0,2,3,2,0
17463,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,2,4,0
8518,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,2,1,0
37328,EPX,Travel Agency,Online,2 way Comprehensive Plan,66.0,0.0,2,2,1,0
2681,EPX,Travel Agency,Online,2 way Comprehensive Plan,51.0,0.0,2,2,1,0
1451,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,1,2,1,0
1121,C2B,Airlines,Online,Bronze Plan,16.0,4.0,2,1,1,0
13058,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,4,4,1,0
21476,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2,1,1,0
10941,C2B,Airlines,Online,Silver Plan,-33.5,8.38,3,6,1,0
31853,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,6,1,0
27312,CCR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,4,4,1,0
37007,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
7220,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,3,2,1,0
23983,EPX,Travel Agency,Online,Cancellation Plan,23.0,0.0,2,1,1,0
17022,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,3,6,1,0
1530,EPX,Travel Agency,Online,2 way Comprehensive Plan,24.0,0.0,2,1,1,0
23374,JZI,Airlines,Online,Basic Plan,56.0,19.6,2,6,1,0
28492,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,3,6,2,0
13746,JZI,Airlines,Online,Value Plan,87.0,30.45,2,2,2,0
31781,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,25.0,16.25,2,0,1,0
3566,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,2,1,0
32190,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,1,0
18567,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,2,1,1,0
38552,EPX,Travel Agency,Online,1 way Comprehensive Plan,63.0,0.0,2,0,1,0
7579,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,4,3,0
22499,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
22394,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,1,1,0
20679,EPX,Travel Agency,Online,1 way Comprehensive Plan,23.0,0.0,2,1,1,0
23682,C2B,Airlines,Online,Bronze Plan,34.5,8.63,2,2,1,0
18241,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,0,1,0
247,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,1,1,0
18941,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,1,3,0
27868,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,4,1,0
1895,EPX,Travel Agency,Online,Cancellation Plan,-68.0,0.0,1,5,3,0
35478,SSI,Airlines,Online,Ticket Protector,3.99,1.12,2,0,1,0
36042,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,5,1,0
31591,EPX,Travel Agency,Online,2 way Comprehensive Plan,58.0,0.0,2,1,1,0
38713,C2B,Airlines,Online,Gold Plan,82.8,20.7,3,4,1,0
7981,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
3939,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2,0,1,0
647,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,2,1,0
25586,RAB,Airlines,Online,Value Plan,15.0,6.0,4,1,1,0
22332,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,2,0
16277,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,1,1,0
34306,C2B,Airlines,Online,Bronze Plan,11.5,2.88,2,0,1,0
39309,RAB,Airlines,Online,Value Plan,15.0,6.0,2,2,1,0
25892,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,2,1,3,0
15845,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,4,1,0
28050,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,0,1,0
6715,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,2,1,1,0
1991,C2B,Airlines,Online,Annual Gold Plan,389.35,97.34,1,6,1,0
28827,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,5,1,0
26299,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,2,1,1,0
10080,EPX,Travel Agency,Online,2 way Comprehensive Plan,69.0,0.0,2,5,4,0
39116,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,1,1,0
35244,EPX,Travel Agency,Online,2 way Comprehensive Plan,39.0,0.0,2,3,1,0
21011,EPX,Travel Agency,Online,Cancellation Plan,37.0,0.0,2,4,1,0
34039,EPX,Travel Agency,Online,1 way Comprehensive Plan,112.0,0.0,2,0,1,0
10529,JZI,Airlines,Online,Basic Plan,35.0,12.25,1,1,1,0
34492,C2B,Airlines,Online,Bronze Plan,31.8,7.95,3,3,1,0
22865,TTW,Travel Agency,Offline,Individual Comprehensive Plan,97.0,0.0,2,6,1,0
12533,JZI,Airlines,Online,Basic Plan,18.0,6.3,3,1,1,0
4789,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,3,5,3,0
26793,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,4,1,0
3467,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-99.0,59.4,2,6,2,0
7564,EPX,Travel Agency,Online,2 way Comprehensive Plan,25.0,0.0,3,0,1,0
1339,C2B,Airlines,Online,Bronze Plan,29.5,7.38,2,6,1,0
10809,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,2,1,0
36979,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,75.75,49.24,1,5,4,0
29329,C2B,Airlines,Online,Silver Plan,63.5,15.88,2,4,1,0
3610,EPX,Travel Agency,Online,Cancellation Plan,35.0,0.0,3,1,1,0
25111,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,0
15075,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,4,1,0
3151,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,3,3,1,0
23533,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,6,2,0
36059,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,5,1,0
31017,SSI,Airlines,Online,Ticket Protector,0.77,0.22,2,2,1,0
14611,C2B,Airlines,Online,Bronze Plan,38.35,9.59,1,2,1,0
11371,EPX,Travel Agency,Online,2 way Comprehensive Plan,23.0,0.0,2,6,1,0
36773,EPX,Travel Agency,Online,Cancellation Plan,30.0,0.0,2,6,1,0
17458,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
3720,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,1,6,1,0
4490,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,5,1,0
6985,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
18689,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,4,0
22628,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
5000,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128.7,77.22,2,2,0,0
9698,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,83.16,2,4,3,0
21354,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,3,2,1,0
11293,C2B,Airlines,Online,Bronze Plan,18.0,4.5,2,1,1,0
10542,EPX,Travel Agency,Online,Cancellation Plan,22.0,0.0,2,0,1,0
8046,EPX,Travel Agency,Online,2 way Comprehensive Plan,70.0,0.0,2,4,2,0
14176,SSI,Airlines,Online,Ticket Protector,10.75,3.02,2,4,1,0
37606,EPX,Travel Agency,Online,1 way Comprehensive Plan,21.0,0.0,2,4,2,0
13333,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,2,1,0
22392,EPX,Travel Agency,Online,2 way Comprehensive Plan,41.0,0.0,3,4,1,0
15510,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,3,2,0
31798,JZI,Airlines,Online,Value Plan,36.0,12.6,3,1,1,0
19710,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,1,1,1,1
9514,EPX,Travel Agency,Online,2 way Comprehensive Plan,67.0,0.0,2,6,4,0
12283,C2B,Airlines,Online,Annual Silver Plan,161.0,40.25,2,6,1,0
30738,SSI,Airlines,Online,Ticket Protector,12.16,3.41,2,6,1,0
19180,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,138.6,83.16,2,5,2,0
24145,C2B,Airlines,Online,Bronze Plan,17.55,4.39,1,0,1,0
7314,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
8025,EPX,Travel Agency,Online,Cancellation Plan,60.0,0.0,2,6,4,0
3960,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,2,1,1,0
36605,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,6,1,0
1764,EPX,Travel Agency,Online,2 way Comprehensive Plan,36.0,0.0,2,6,1,0
36651,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,2,4,1,0
6683,C2B,Airlines,Online,Bronze Plan,17.0,4.25,1,6,1,0
35716,C2B,Airlines,Online,Bronze Plan,40.2,10.05,4,4,1,0
15038,SSI,Airlines,Online,Ticket Protector,0.83,0.23,2,4,1,0
18184,EPX,Travel Agency,Online,1 way Comprehensive Plan,22.0,0.0,2,6,1,0
3851,CCR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,0,6,1,0
14127,C2B,Airlines,Online,Silver Plan,39.0,9.75,3,3,1,0
21305,C2B,Airlines,Online,Annual Silver Plan,216.0,54.0,2,6,1,0
15447,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,4,1,0
28489,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,0,3,0
23591,EPX,Travel Agency,Online,Cancellation Plan,11.0,0.0,2,6,4,0
31403,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,1,1,0
34405,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,99.0,59.4,2,6,2,0
11195,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2,5,1,0
10415,EPX,Travel Agency,Online,Cancellation Plan,16.0,0.0,2,4,1,0
4297,C2B,Airlines,Online,Bronze Plan,0.0,6.63,2,2,1,0
30029,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,11.88,2,4,4,0
11509,EPX,Travel Agency,Online,2 way Comprehensive Plan,26.0,0.0,1,1,1,0
19167,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,138.6,83.16,1,6,4,0
11216,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,4,1,0
16534,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
32621,EPX,Travel Agency,Online,Cancellation Plan,12.0,0.0,2,1,1,0
17502,JZI,Airlines,Online,Basic Plan,22.0,7.7,3,4,1,0
3899,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2,5,1,0
23277,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,1,1,0
30613,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,29.7,1,3,2,0
35625,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,4,1,1,0
3943,LWC,Travel Agency,Online,Annual Travel Protect Gold,256.2,166.53,3,6,3,0
1557,C2B,Airlines,Online,Bronze Plan,17.55,4.39,4,0,1,0
13914,EPX,Travel Agency,Online,Cancellation Plan,17.0,0.0,2,1,1,0
17372,CSR,Travel Agency,Offline,Comprehensive Plan,29.0,9.57,3,6,1,0
14014,EPX,Travel Agency,Online,Cancellation Plan,29.0,0.0,2,2,1,0
24368,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,2,5,4,0
5989,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,4,1,0
26340,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,3,1,0
20780,C2B,Airlines,Online,Bronze Plan,35.25,8.81,4,1,1,0
12881,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
28815,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,4,2,0
2286,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,0,1,0
29835,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,1,1,0
3348,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
27865,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79.2,47.52,3,2,4,0
34376,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
16688,EPX,Travel Agency,Online,Cancellation Plan,39.0,0.0,2,6,1,0
36753,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,3,1,3,0
6741,EPX,Travel Agency,Online,2 way Comprehensive Plan,63.0,0.0,2,4,2,0
7250,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,4,3,0
13513,EPX,Travel Agency,Online,2 way Comprehensive Plan,77.0,0.0,2,6,2,0
9769,RAB,Airlines,Online,Value Plan,15.0,6.0,3,3,1,0
34103,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,3,0
6177,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,3,0
10649,EPX,Travel Agency,Online,Cancellation Plan,75.0,0.0,2,3,1,0
2327,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,217.8,130.68,2,5,4,0
30262,EPX,Travel Agency,Online,2 way Comprehensive Plan,34.0,0.0,2,2,1,0
4730,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,3,1,4,0
9796,EPX,Travel Agency,Online,Cancellation Plan,58.0,0.0,2,1,2,0
29477,C2B,Airlines,Online,Bronze Plan,17.0,4.25,1,0,1,0
15832,C2B,Airlines,Online,Bronze Plan,40.0,10.0,2,2,1,0
19044,JZI,Airlines,Online,Value Plan,87.0,30.45,2,1,2,0
24931,EPX,Travel Agency,Online,Cancellation Plan,69.0,0.0,1,5,3,0
15728,C2B,Airlines,Online,Silver Plan,33.5,8.38,2,6,1,0
9784,C2B,Airlines,Online,Bronze Plan,22.1,5.53,1,1,1,0
28969,EPX,Travel Agency,Online,2 way Comprehensive Plan,-112.0,0.0,2,4,3,0
33299,EPX,Travel Agency,Online,Cancellation Plan,79.0,0.0,2,4,4,0
27196,C2B,Airlines,Online,Annual Silver Plan,187.85,46.96,2,6,1,0
33371,EPX,Travel Agency,Online,Cancellation Plan,63.0,0.0,2,0,3,0
22791,C2B,Airlines,Online,Silver Plan,25.0,6.25,2,1,1,0
977,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,1,1,0
29871,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,3,1,0
17713,EPX,Travel Agency,Online,2 way Comprehensive Plan,20.0,0.0,1,0,1,0
34090,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,4,2,0
28936,SSI,Airlines,Online,Ticket Protector,10.98,3.08,2,6,1,0
7089,EPX,Travel Agency,Online,2 way Comprehensive Plan,58.0,0.0,3,0,1,0
6787,EPX,Travel Agency,Online,Cancellation Plan,18.0,0.0,1,6,1,0
11389,EPX,Travel Agency,Online,Cancellation Plan,44.0,0.0,2,3,1,0
12428,EPX,Travel Agency,Online,2 way Comprehensive Plan,35.0,0.0,2,2,1,0
6606,C2B,Airlines,Online,Silver Plan,39.0,9.75,2,1,1,0
7689,JZI,Airlines,Online,Basic Plan,26.0,9.1,3,1,4,0
36091,EPX,Travel Agency,Online,2 way Comprehensive Plan,39.0,0.0,2,2,1,0
7681,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,3,2,2,0
28320,JZI,Airlines,Online,Value Plan,45.0,15.75,2,1,1,0
455,C2B,Airlines,Online,Annual Silver Plan,252.85,63.21,2,6,1,0
433,EPX,Travel Agency,Online,Cancellation Plan,35.0,0.0,2,3,1,0
2009,EPX,Travel Agency,Online,Cancellation Plan,35.0,0.0,2,1,3,0
21573,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,2,0,3,0
14648,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9.9,5.94,3,0,4,0
7383,C2B,Airlines,Online,Bronze Plan,35.5,8.88,2,5,1,0
11085,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,2,5,4,0
3282,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,0,1,0
30476,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,4,1,1,0
26612,EPX,Travel Agency,Online,Cancellation Plan,20.0,0.0,3,6,3,0
31735,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2,1,1,0
24303,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
8527,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,4,1,3,0
5668,EPX,Travel Agency,Online,2 way Comprehensive Plan,54.0,0.0,2,0,1,0
2164,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,1,4,1,1
8355,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,17.82,3,1,4,0
19521,EPX,Travel Agency,Online,2 way Comprehensive Plan,112.0,0.0,2,4,3,0
19540,EPX,Travel Agency,Online,2 way Comprehensive Plan,78.0,0.0,1,5,3,0
17845,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,1,1,0
26116,SSI,Airlines,Online,Ticket Protector,0.58,0.16,2,4,1,0
24505,JZI,Airlines,Online,Basic Plan,22.0,7.7,1,4,1,0
2539,C2B,Airlines,Online,Bronze Plan,30.55,7.64,1,4,1,0
9603,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39.6,23.76,2,4,2,0
14689,EPX,Travel Agency,Online,2 way Comprehensive Plan,63.0,0.0,2,4,4,0
22604,C2B,Airlines,Online,Gold Plan,32.25,8.06,1,0,1,0
32030,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,26.5,17.23,2,1,1,0
37807,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,5,1,0
7589,EPX,Travel Agency,Online,Cancellation Plan,36.0,0.0,2,2,1,0
6867,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,69.3,41.58,2,2,4,0
13170,C2B,Airlines,Online,Silver Plan,33.5,8.38,1,1,1,0
4188,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,2,2,1,0
1661,EPX,Travel Agency,Online,2 way Comprehensive Plan,30.0,0.0,2,1,1,0
37932,JZI,Airlines,Online,Basic Plan,37.0,12.95,1,4,1,0
34754,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,0,1,0
30197,EPX,Travel Agency,Online,2 way Comprehensive Plan,21.0,0.0,2,0,1,0
15328,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,198.0,118.8,3,4,2,0
13396,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,5,1,0
33656,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,1,1,1,0
21623,EPX,Travel Agency,Online,2 way Comprehensive Plan,33.0,0.0,2,5,1,0
31213,EPX,Travel Agency,Online,2 way Comprehensive Plan,53.0,0.0,2,1,1,0
38717,TST,Travel Agency,Offline,Travel Cruise Protect,30.0,10.5,0,4,1,0
3881,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,1,4,1,0
948,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,89.1,53.46,1,5,4,0
12749,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,3,0,1,0
37769,JZI,Airlines,Online,Basic Plan,22.0,7.7,2,4,1,0
26202,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0.0,29.7,2,4,2,0
35347,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,0,1,0
18775,EPX,Travel Agency,Online,Cancellation Plan,35.0,0.0,2,1,1,0
22498,C2B,Airlines,Online,Bronze Plan,23.5,5.88,2,1,1,0
16825,EPX,Travel Agency,Online,Cancellation Plan,61.0,0.0,2,4,1,0
31935,C2B,Airlines,Online,Annual Gold Plan,333.0,83.25,4,6,1,0
15478,C2B,Airlines,Online,Annual Gold Plan,389.35,97.34,2,6,1,0
8490,C2B,Airlines,Online,Silver Plan,25.0,6.25,1,1,1,0
27000,SSI,Airlines,Online,Ticket Protector,2.44,0.68,2,4,1,0
5640,C2B,Airlines,Online,Bronze Plan,27.0,6.75,1,6,1,0
33227,EPX,Travel Agency,Online,Cancellation Plan,48.0,0.0,2,0,1,0
32696,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19.8,11.88,3,1,1,0
32339,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,52.5,34.13,1,1,2,0
16032,EPX,Travel Agency,Online,Cancellation Plan,24.0,0.0,2,0,1,0
28722,C2B,Airlines,Online,Bronze Plan,21.0,5.25,2,2,1,1
29822,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,1,1,0
10519,RAB,Airlines,Online,Value Plan,15.0,6.0,1,0,1,0
27634,EPX,Travel Agency,Online,1 way Comprehensive Plan,20.0,0.0,1,0,1,0
34930,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,2,4,0
14897,EPX,Travel Agency,Online,Cancellation Plan,51.0,0.0,2,0,4,0
18203,EPX,Travel Agency,Online,2 way Comprehensive Plan,22.0,0.0,2,6,1,0
37266,C2B,Airlines,Online,Bronze Plan,56.5,14.13,2,4,1,0
36559,EPX,Travel Agency,Online,Cancellation Plan,15.0,0.0,2,5,1,0
27204,EPX,Travel Agency,Online,Cancellation Plan,13.0,0.0,2,1,1,0
19445,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,-49.5,29.7,2,4,0,0
16571,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,59.4,35.64,2,4,4,0
23646,EPX,Travel Agency,Online,2 way Comprehensive Plan,73.0,0.0,2,2,1,0
35732,EPX,Travel Agency,Online,Cancellation Plan,80.0,0.0,2,4,4,0
38597,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29.7,17.82,1,1,4,0
28065,JZI,Airlines,Online,Basic Plan,18.0,6.3,2,2,1,0
18777,EPX,Travel Agency,Online,Cancellation Plan,10.0,0.0,2,1,1,0
