,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
18898,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,MALAYSIA,20.0,0.0,36,No
26221,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,CHINA,34.0,0.0,36,No
17141,EPX,Travel Agency,Online,Cancellation Plan,6,INDIA,24.0,0.0,36,No
21337,TST,Travel Agency,Offline,Travel Cruise Protect,72,THAILAND,30.0,10.5,32,No
30065,JZI,Airlines,Online,Basic Plan,33,INDONESIA,22.0,7.7,65,No
11214,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,MALAYSIA,39.6,23.76,34,No
30259,EPX,Travel Agency,Online,Cancellation Plan,25,PHILIPPINES,62.0,0.0,36,No
15155,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,47,No
37933,EPX,Travel Agency,Online,Cancellation Plan,44,UNITED STATES,76.0,0.0,65,No
4731,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,104,SOUTH AFRICA,99.0,59.4,50,No
5910,EPX,Travel Agency,Online,Cancellation Plan,18,UNITED STATES,31.0,0.0,21,No
23765,JZI,Airlines,Online,Basic Plan,29,HONG KONG,22.0,7.7,43,No
8668,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,SPAIN,39.6,23.76,27,No
30728,EPX,Travel Agency,Online,Cancellation Plan,45,VIETNAM,10.0,0.0,26,No
4997,JZI,Airlines,Online,Basic Plan,71,CHINA,69.0,24.15,38,No
32917,EPX,Travel Agency,Online,1 way Comprehensive Plan,40,MALAYSIA,20.0,0.0,29,No
29147,EPX,Travel Agency,Online,Cancellation Plan,28,THAILAND,34.0,0.0,37,No
2739,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,GERMANY,35.0,0.0,36,No
6924,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MYANMAR,20.0,0.0,36,No
35720,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,THAILAND,29.7,17.82,44,No
17075,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,42,No
18961,EPX,Travel Agency,Online,Cancellation Plan,48,UNITED KINGDOM,42.0,0.0,36,No
23124,EPX,Travel Agency,Online,Cancellation Plan,35,ISRAEL,59.0,0.0,36,No
19490,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,SOUTH KOREA,29.7,17.82,28,No
2123,EPX,Travel Agency,Online,Cancellation Plan,63,THAILAND,34.0,0.0,36,No
29698,ART,Airlines,Online,24 Protect,31,VIETNAM,52.35,18.32,48,No
5472,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,MALAYSIA,9.9,5.94,31,No
34154,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,280.8,70.2,28,No
16852,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,5,SOUTH KOREA,29.0,18.85,51,No
25263,TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,39,No
11225,C2B,Airlines,Online,Annual Silver Plan,374,SINGAPORE,209.3,52.33,38,No
4051,EPX,Travel Agency,Online,Cancellation Plan,4,AUSTRALIA,16.0,0.0,36,No
27798,C2B,Airlines,Online,Silver Plan,42,SINGAPORE,24.05,6.01,19,No
32813,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,CHINA,24.0,0.0,36,No
28968,RAB,Airlines,Online,Value Plan,36,BRUNEI DARUSSALAM,42.0,16.8,15,No
30637,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,THAILAND,29.7,17.82,31,No
23324,JZI,Airlines,Online,Basic Plan,66,AUSTRALIA,35.0,12.25,29,No
31078,EPX,Travel Agency,Online,Cancellation Plan,135,INDONESIA,14.0,0.0,36,No
30002,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,AUSTRALIA,59.4,35.64,31,No
10671,EPX,Travel Agency,Online,Cancellation Plan,14,INDONESIA,10.0,0.0,37,No
22103,EPX,Travel Agency,Online,Cancellation Plan,102,UNITED STATES,10.0,0.0,27,No
21278,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,ITALY,19.8,11.88,31,No
1547,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,AUSTRALIA,39.6,23.76,30,Yes
38112,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,ITALY,0.0,17.82,57,No
17173,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,UNITED STATES,9.9,5.94,41,No
27085,JZI,Airlines,Online,Basic Plan,9,THAILAND,22.0,7.7,33,No
9964,EPX,Travel Agency,Online,Cancellation Plan,66,SINGAPORE,80.0,0.0,36,No
36569,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,MALAYSIA,20.0,0.0,63,No
23089,EPX,Travel Agency,Online,Cancellation Plan,20,TAIWAN,18.0,0.0,36,No
15089,EPX,Travel Agency,Online,Cancellation Plan,26,VIETNAM,10.0,0.0,22,No
31989,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,MALAYSIA,19.8,11.88,29,No
31857,C2B,Airlines,Online,Bronze Plan,25,SINGAPORE,13.5,3.38,70,No
32927,EPX,Travel Agency,Online,Cancellation Plan,49,CANADA,80.0,0.0,50,No
2747,EPX,Travel Agency,Online,Cancellation Plan,25,MALDIVES,23.0,0.0,36,No
13200,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,18.5,4.63,27,No
37097,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,THAILAND,29.0,0.0,47,No
3556,JZI,Airlines,Online,Value Plan,8,JORDAN,67.0,23.45,56,No
9441,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,16.0,4.0,60,No
2553,JZI,Airlines,Online,Basic Plan,64,INDONESIA,33.0,11.55,43,No
17788,C2B,Airlines,Online,Annual Gold Plan,367,SINGAPORE,239.5,59.88,32,No
5789,EPX,Travel Agency,Online,Cancellation Plan,34,SINGAPORE,21.0,0.0,45,No
2056,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,VIETNAM,21.0,0.0,36,No
3823,EPX,Travel Agency,Online,2 way Comprehensive Plan,42,PHILIPPINES,20.0,0.0,36,No
22218,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,THAILAND,20.0,0.0,35,No
20287,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,21.0,5.25,28,Yes
34358,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,79,JAPAN,0.0,41.58,41,No
39091,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,AUSTRALIA,29.7,17.82,35,No
8060,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108,NEW ZEALAND,79.2,47.52,57,No
25944,EPX,Travel Agency,Online,Cancellation Plan,39,TAIWAN,15.0,0.0,31,No
9818,EPX,Travel Agency,Online,Cancellation Plan,19,UNITED STATES,65.0,0.0,55,No
8073,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,67,AUSTRALIA,79.2,47.52,44,No
8500,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,THAILAND,22.0,0.0,53,No
36283,EPX,Travel Agency,Online,Cancellation Plan,40,INDONESIA,14.0,0.0,36,No
9157,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,SOUTH KOREA,50.0,0.0,36,No
21535,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,AUSTRIA,158.4,95.04,31,No
13236,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,AUSTRALIA,69.3,41.58,53,No
25116,SSI,Airlines,Online,Ticket Protector,19,SINGAPORE,3.82,1.07,48,No
31864,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,55.0,0.0,36,No
7833,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,16.0,0.0,36,No
9714,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,LAOS,53.0,0.0,36,No
22850,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,DENMARK,49.5,29.7,27,No
28623,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,20.0,0.0,37,No
20712,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,217,IRELAND,39.6,23.76,66,No
29569,JZI,Airlines,Online,Value Plan,16,UNITED KINGDOM,67.0,23.45,38,No
29699,EPX,Travel Agency,Online,Cancellation Plan,35,MYANMAR,0.0,0.0,36,No
33193,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,51,No
33222,JZI,Airlines,Online,Value Plan,36,JAPAN,45.0,15.75,31,No
638,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,HONG KONG,20.0,0.0,47,No
11398,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,MALAYSIA,20.0,0.0,22,No
9888,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,GERMANY,0.0,23.76,51,No
9841,JZI,Airlines,Online,Basic Plan,13,CHINA,26.0,9.1,45,No
22506,JZI,Airlines,Online,Basic Plan,2,MALAYSIA,0.0,6.3,35,No
29019,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,PHILIPPINES,20.0,0.0,43,No
8817,EPX,Travel Agency,Online,Cancellation Plan,109,PHILIPPINES,11.0,0.0,36,No
28774,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,SINGAPORE,26.0,0.0,36,No
4048,JZI,Airlines,Online,Basic Plan,15,PHILIPPINES,30.0,10.5,27,No
7194,C2B,Airlines,Online,Bronze Plan,47,SINGAPORE,50.0,12.5,54,No
27660,C2B,Airlines,Online,Bronze Plan,43,SINGAPORE,67.8,16.95,54,No
34534,JZI,Airlines,Online,Value Plan,10,SOUTH KOREA,58.0,20.3,29,No
19300,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,CHINA,24.0,0.0,36,No
7852,EPX,Travel Agency,Online,Cancellation Plan,3,TAIWAN,52.0,0.0,36,No
342,JZI,Airlines,Online,Basic Plan,39,INDONESIA,33.0,11.55,44,No
19481,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,UNITED STATES,111.0,0.0,40,No
15669,EPX,Travel Agency,Online,Cancellation Plan,44,SINGAPORE,15.0,0.0,36,No
12884,JZI,Airlines,Online,Basic Plan,6,VIETNAM,22.0,7.7,46,No
24777,EPX,Travel Agency,Online,Cancellation Plan,16,THAILAND,10.0,0.0,36,No
38999,EPX,Travel Agency,Online,Cancellation Plan,22,JAPAN,40.0,0.0,36,No
13841,EPX,Travel Agency,Online,Cancellation Plan,27,VIETNAM,28.0,0.0,36,No
34400,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,SINGAPORE,51.0,0.0,36,No
4026,EPX,Travel Agency,Online,Cancellation Plan,22,INDONESIA,10.0,0.0,23,No
30544,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15.0,6.0,27,No
14018,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,MALAYSIA,20.0,0.0,36,No
28134,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,UNITED STATES,112.0,0.0,27,No
13907,EPX,Travel Agency,Online,Cancellation Plan,8,INDONESIA,17.0,0.0,36,No
37583,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED KINGDOM,19.8,11.88,47,No
3419,EPX,Travel Agency,Online,1 way Comprehensive Plan,33,SINGAPORE,20.0,0.0,36,No
29667,EPX,Travel Agency,Online,Cancellation Plan,50,THAILAND,33.0,0.0,36,No
16095,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED STATES,53.0,0.0,21,No
34326,EPX,Travel Agency,Online,Cancellation Plan,48,HONG KONG,17.0,0.0,36,No
18102,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,MALAYSIA,20.0,0.0,36,No
1561,TST,Travel Agency,Offline,Travel Cruise Protect,72,THAILAND,30.0,10.5,34,No
14674,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,17,MALAYSIA,0.0,23.76,31,No
14799,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,193.2,48.3,28,No
39118,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,MALAYSIA,20.0,0.0,39,No
37890,JZI,Airlines,Online,Basic Plan,31,TAIWAN,44.0,15.4,19,No
34809,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,HONG KONG,96.0,0.0,36,No
7366,EPX,Travel Agency,Online,Cancellation Plan,42,CHINA,28.0,0.0,36,No
35523,C2B,Airlines,Online,Silver Plan,113,SINGAPORE,472.0,118.0,51,No
983,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CHINA,36.0,0.0,36,No
33376,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,10.0,0.0,51,No
16026,RAB,Airlines,Online,Value Plan,158,BRUNEI DARUSSALAM,15.0,6.0,22,No
14609,LWC,Travel Agency,Online,Annual Travel Protect Silver,368,CHINA,165.0,107.25,39,Yes
499,EPX,Travel Agency,Online,Cancellation Plan,282,SOUTH KOREA,37.0,0.0,36,No
11528,JZI,Airlines,Online,Basic Plan,194,JAPAN,35.0,12.25,39,No
12321,EPX,Travel Agency,Online,Cancellation Plan,6,UNITED ARAB EMIRATES,56.0,0.0,36,No
34235,SSI,Airlines,Online,Ticket Protector,63,SINGAPORE,1.93,0.54,48,No
16764,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,MEXICO,112.0,0.0,46,No
17508,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,16.0,4.0,32,No
15784,RAB,Airlines,Online,Value Plan,1,BRUNEI DARUSSALAM,15.0,6.0,41,No
23070,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,133,NORWAY,0.0,65.34,31,No
11066,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,CHINA,33.0,0.0,36,No
22470,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,21,UNITED KINGDOM,168.3,100.98,49,No
14878,CBH,Travel Agency,Offline,Comprehensive Plan,223,MALAYSIA,29.0,9.57,22,No
22006,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,38,THAILAND,39.6,23.76,37,No
34113,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,THAILAND,41.0,0.0,54,No
9011,EPX,Travel Agency,Online,1 way Comprehensive Plan,70,SINGAPORE,29.0,0.0,36,No
31349,C2B,Airlines,Online,Silver Plan,7,SINGAPORE,18.5,4.63,40,No
5187,JZI,Airlines,Online,Basic Plan,9,HONG KONG,22.0,7.7,47,No
19732,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CAMBODIA,34.0,0.0,36,No
16777,JZI,Airlines,Online,Basic Plan,16,MALAYSIA,18.0,6.3,45,No
9378,EPX,Travel Agency,Online,Cancellation Plan,18,UNITED ARAB EMIRATES,28.0,0.0,36,No
11923,EPX,Travel Agency,Online,Cancellation Plan,34,MALAYSIA,10.0,0.0,36,No
28128,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,39.6,23.76,55,No
21593,EPX,Travel Agency,Online,2 way Comprehensive Plan,90,AUSTRALIA,59.0,0.0,36,No
9967,EPX,Travel Agency,Online,Cancellation Plan,90,CANADA,76.0,0.0,29,No
3674,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,GREECE,59.4,35.64,46,No
35866,EPX,Travel Agency,Online,Cancellation Plan,11,CANADA,80.0,0.0,62,No
30409,TST,Travel Agency,Offline,Travel Cruise Protect,72,MALAYSIA,30.0,10.5,76,No
2258,JZI,Airlines,Online,Basic Plan,18,CHINA,40.0,14.0,19,No
31390,EPX,Travel Agency,Online,Cancellation Plan,6,ITALY,12.0,0.0,36,No
10736,EPX,Travel Agency,Online,2 way Comprehensive Plan,33,SOUTH KOREA,35.0,0.0,35,No
12610,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,10.0,0.0,31,No
30052,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,259.2,64.8,34,No
10677,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,BANGLADESH,20.0,0.0,36,No
23956,C2B,Airlines,Online,Silver Plan,62,SINGAPORE,95.0,23.75,29,No
23979,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,JAPAN,87.0,0.0,36,No
32816,EPX,Travel Agency,Online,Cancellation Plan,13,VIETNAM,18.0,0.0,36,No
32937,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,INDIA,20.0,0.0,36,No
18490,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,HONG KONG,0.0,0.0,36,No
1060,EPX,Travel Agency,Offline,2 way Comprehensive Plan,7,MALAYSIA,20.0,0.0,36,No
32480,EPX,Travel Agency,Online,Cancellation Plan,94,MAURITIUS,58.0,0.0,36,No
24128,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,THAILAND,19.8,11.88,25,No
6258,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,215,SINGAPORE,19.8,11.88,31,No
34062,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,16,JAPAN,59.4,35.64,36,No
28330,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,80.0,0.0,36,No
6554,JZI,Airlines,Online,Basic Plan,13,MALAYSIA,18.0,6.3,47,No
8029,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,THAILAND,20.0,0.0,43,No
23074,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,IRELAND,29.7,17.82,53,No
31739,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CAMBODIA,20.0,0.0,36,No
14559,EPX,Travel Agency,Online,Cancellation Plan,19,MALAYSIA,10.0,0.0,38,No
10495,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,389.0,97.25,30,No
31115,EPX,Travel Agency,Online,Cancellation Plan,25,UNITED KINGDOM,56.0,0.0,36,No
33726,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,54.0,13.5,34,No
14277,JZI,Airlines,Online,Basic Plan,48,CHINA,40.0,14.0,50,No
17055,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,107,JAPAN,25.0,16.25,36,Yes
36165,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,161.0,40.25,27,No
34072,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,INDONESIA,20.0,0.0,77,No
24040,C2B,Airlines,Online,Silver Plan,104,SINGAPORE,172.25,43.06,27,Yes
28675,EPX,Travel Agency,Online,Cancellation Plan,59,SOUTH KOREA,28.0,0.0,36,No
8566,EPX,Travel Agency,Online,Cancellation Plan,105,HONG KONG,12.0,0.0,40,No
6412,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,34.5,8.63,29,No
9048,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,20,AUSTRALIA,0.0,41.58,52,No
31452,JZI,Airlines,Online,Basic Plan,21,MYANMAR,22.0,7.7,43,No
20901,JZI,Airlines,Online,Basic Plan,20,TAIWAN,35.0,12.25,42,No
23920,LWC,Travel Agency,Online,Annual Travel Protect Silver,381,UNITED STATES,287.25,186.71,27,No
12380,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,161.0,40.25,37,No
21898,EPX,Travel Agency,Online,2 way Comprehensive Plan,129,THAILAND,25.0,0.0,36,No
7072,RAB,Airlines,Online,Value Plan,5,BRUNEI DARUSSALAM,15.0,6.0,54,No
3596,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,60,AUSTRALIA,89.1,53.46,57,No
3705,EPX,Travel Agency,Online,Cancellation Plan,57,JAPAN,66.0,0.0,36,No
26666,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10.0,0.0,32,No
32692,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,128,SOUTH KOREA,39.6,23.76,50,No
23851,RAB,Airlines,Online,Value Plan,43,BRUNEI DARUSSALAM,15.0,6.0,66,No
17013,C2B,Airlines,Online,Bronze Plan,31,SINGAPORE,53.5,13.38,39,No
34623,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,PORTUGAL,97.0,0.0,36,No
17478,EPX,Travel Agency,Online,2 way Comprehensive Plan,86,THAILAND,20.0,0.0,46,No
22693,EPX,Travel Agency,Online,Cancellation Plan,69,UNITED STATES,80.0,0.0,33,No
2049,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,10.0,0.0,21,No
210,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,JAPAN,72.0,0.0,36,No
2788,TST,Travel Agency,Offline,Travel Cruise Protect,23,THAILAND,30.0,10.5,61,No
37299,EPX,Travel Agency,Online,Cancellation Plan,21,INDIA,33.0,0.0,36,No
32575,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,SOUTH KOREA,87.0,0.0,36,No
36829,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,CHINA,22.0,0.0,36,No
18989,EPX,Travel Agency,Online,1 way Comprehensive Plan,26,AUSTRALIA,20.0,0.0,36,No
32614,JZI,Airlines,Online,Basic Plan,103,TAIWAN,40.0,14.0,25,No
20366,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,SINGAPORE,65.0,0.0,36,No
8711,EPX,Travel Agency,Online,Cancellation Plan,8,UNITED STATES,56.0,0.0,42,No
37344,EPX,Travel Agency,Online,Cancellation Plan,31,CHINA,33.0,0.0,36,No
34743,JZI,Airlines,Online,Basic Plan,23,THAILAND,22.0,7.7,38,No
13620,EPX,Travel Agency,Online,Cancellation Plan,53,THAILAND,64.0,0.0,36,No
27478,EPX,Travel Agency,Online,Cancellation Plan,41,SINGAPORE,23.0,0.0,36,No
1241,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,CHINA,20.0,0.0,32,No
38535,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,UNITED STATES,19.8,11.88,52,No
11022,EPX,Travel Agency,Online,Cancellation Plan,101,MALAYSIA,13.0,0.0,36,No
15223,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,60.0,15.0,30,Yes
11956,EPX,Travel Agency,Online,2 way Comprehensive Plan,85,MALAYSIA,20.0,0.0,37,No
24593,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,CHINA,31.0,0.0,36,No
31369,EPX,Travel Agency,Online,Cancellation Plan,12,BANGLADESH,66.0,0.0,36,No
38799,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,MALAYSIA,69.3,41.58,53,No
35100,EPX,Travel Agency,Online,Cancellation Plan,55,SRI LANKA,23.0,0.0,36,No
6449,EPX,Travel Agency,Online,2 way Comprehensive Plan,69,TAIWAN,22.0,0.0,36,No
10283,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,INDIA,40.0,0.0,35,No
37075,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,GERMANY,99.0,0.0,36,No
7081,EPX,Travel Agency,Online,Cancellation Plan,58,CANADA,53.0,0.0,50,No
27807,EPX,Travel Agency,Online,Cancellation Plan,38,BANGLADESH,13.0,0.0,26,No
3621,EPX,Travel Agency,Online,1 way Comprehensive Plan,10,INDIA,29.0,0.0,36,No
34784,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,THAILAND,29.7,17.82,58,No
6021,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,MYANMAR,20.0,0.0,39,No
10390,JZI,Airlines,Online,Basic Plan,19,THAILAND,22.0,7.7,63,No
13041,JZI,Airlines,Online,Basic Plan,67,PHILIPPINES,33.0,11.55,41,No
13461,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,98,AUSTRALIA,0.0,47.52,45,No
18593,EPX,Travel Agency,Online,Cancellation Plan,8,MALAYSIA,10.0,0.0,40,No
27138,EPX,Travel Agency,Online,Cancellation Plan,45,NEW ZEALAND,64.0,0.0,36,No
21431,EPX,Travel Agency,Online,Cancellation Plan,17,CHINA,17.0,0.0,35,No
11672,EPX,Travel Agency,Online,Cancellation Plan,68,PHILIPPINES,72.0,0.0,36,No
37404,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,CHINA,26.0,0.0,36,No
7058,EPX,Travel Agency,Online,2 way Comprehensive Plan,68,THAILAND,20.0,0.0,36,No
21768,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,6,HONG KONG,25.0,16.25,59,No
37475,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,MALAYSIA,19.8,11.88,52,No
21185,EPX,Travel Agency,Online,Cancellation Plan,35,CAMBODIA,14.0,0.0,36,No
12776,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,69.3,41.58,31,No
19037,EPX,Travel Agency,Online,2 way Comprehensive Plan,78,PHILIPPINES,20.0,0.0,38,No
31327,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,27.0,6.75,28,Yes
28538,EPX,Travel Agency,Online,1 way Comprehensive Plan,68,CHINA,32.0,0.0,36,No
21409,EPX,Travel Agency,Online,Cancellation Plan,3,SRI LANKA,11.0,0.0,36,No
16460,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,79.2,47.52,39,No
31433,JZI,Airlines,Online,Value Plan,15,NETHERLANDS,87.0,30.45,56,No
7580,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,216.0,54.0,30,No
38568,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,FRANCE,156.0,0.0,36,No
11721,C2B,Airlines,Online,Annual Silver Plan,390,SINGAPORE,291.75,72.94,29,No
7190,EPX,Travel Agency,Online,2 way Comprehensive Plan,51,HONG KONG,20.0,0.0,36,No
15369,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,SINGAPORE,20.0,0.0,21,No
26893,JZI,Airlines,Online,Basic Plan,69,PHILIPPINES,18.0,6.3,42,No
18957,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,PHILIPPINES,38.0,0.0,62,No
23754,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,SOUTH AFRICA,0.0,17.82,25,No
18159,JZI,Airlines,Online,Value Plan,17,CHINA,36.0,12.6,46,No
5276,EPX,Travel Agency,Online,Cancellation Plan,38,JAPAN,36.0,0.0,36,No
10849,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,CHINA,20.0,0.0,36,No
23871,C2B,Airlines,Online,Bronze Plan,69,SINGAPORE,29.5,7.38,29,No
22670,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,45,No
17704,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,SOUTH KOREA,34.0,0.0,36,No
39107,EPX,Travel Agency,Online,2 way Comprehensive Plan,42,CHINA,76.0,0.0,36,No
37710,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,SOUTH KOREA,29.7,17.82,31,No
35613,EPX,Travel Agency,Online,1 way Comprehensive Plan,74,AUSTRALIA,20.0,0.0,36,No
39321,TST,Travel Agency,Offline,Travel Cruise Protect,64,THAILAND,30.0,10.5,50,No
35137,JZI,Airlines,Online,Basic Plan,53,THAILAND,22.0,7.7,31,No
9755,EPX,Travel Agency,Online,Cancellation Plan,74,CHINA,26.0,0.0,36,No
37202,JZI,Airlines,Online,Basic Plan,44,MYANMAR,22.0,7.7,30,No
29556,EPX,Travel Agency,Online,2 way Comprehensive Plan,96,GERMANY,64.0,0.0,36,No
31144,JZI,Airlines,Online,Basic Plan,120,THAILAND,22.0,7.7,60,No
28046,EPX,Travel Agency,Online,Cancellation Plan,42,THAILAND,10.0,0.0,45,No
13480,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,16.0,4.0,52,No
5996,EPX,Travel Agency,Online,Cancellation Plan,10,VIETNAM,10.0,0.0,29,No
38298,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,UNITED STATES,0.0,0.0,26,No
